"source","target","type"
"1688704","5365","IS_AN_INDICATION_FOR"
"1688704","5366","IS_AN_INDICATION_FOR"
"1688704","1695249","IS_AN_INDICATION_FOR"
"1688704","1695329","IS_AN_INDICATION_FOR"
"1688704","10182","IS_AN_INDICATION_FOR"
"1688704","8030","IS_AN_INDICATION_FOR"
"1687912","1695452","AN_OFF_LABEL_USE_FOR"
"1687912","5456","IS_AN_INDICATION_FOR"
"1687912","10364","AN_OFF_LABEL_USE_FOR"
"1687912","1695430","AN_OFF_LABEL_USE_FOR"
"1687912","1695429","AN_OFF_LABEL_USE_FOR"
"1693117","1695572","IS_AN_INDICATION_FOR"
"1693117","1695571","IS_AN_INDICATION_FOR"
"1693117","1695570","IS_AN_INDICATION_FOR"
"1693117","1695569","IS_AN_INDICATION_FOR"
"1693117","1695568","IS_AN_INDICATION_FOR"
"1693117","1695567","IS_AN_INDICATION_FOR"
"1693117","1694978","IS_AN_INDICATION_FOR"
"1693117","1694977","IS_AN_INDICATION_FOR"
"1693117","1694976","IS_AN_INDICATION_FOR"
"1693117","1694975","IS_AN_INDICATION_FOR"
"1693117","1694974","IS_AN_INDICATION_FOR"
"1693117","10325","IS_AN_INDICATION_FOR"
"1687849","1695481","IS_A_CONTRAINDICATION_FOR"
"1687849","10776","IS_A_CONTRAINDICATION_FOR"
"1687849","1695129","IS_A_CONTRAINDICATION_FOR"
"1687849","7316","IS_A_CONTRAINDICATION_FOR"
"1687849","6158","IS_A_CONTRAINDICATION_FOR"
"1687849","1695015","IS_A_CONTRAINDICATION_FOR"
"1687073","1695014","IS_A_CONTRAINDICATION_FOR"
"1687073","5528","IS_A_CONTRAINDICATION_FOR"
"1687073","1695408","IS_A_CONTRAINDICATION_FOR"
"1687073","6468","IS_A_CONTRAINDICATION_FOR"
"1687073","10677","IS_A_CONTRAINDICATION_FOR"
"1687073","6701","IS_A_CONTRAINDICATION_FOR"
"1687073","10533","IS_A_CONTRAINDICATION_FOR"
"1687073","1695253","IS_A_CONTRAINDICATION_FOR"
"1687073","8789","IS_A_CONTRAINDICATION_FOR"
"1687073","1695238","IS_A_CONTRAINDICATION_FOR"
"1687073","1695234","IS_A_CONTRAINDICATION_FOR"
"1687073","6990","IS_A_CONTRAINDICATION_FOR"
"1687073","1695230","IS_A_CONTRAINDICATION_FOR"
"1687073","10560","IS_A_CONTRAINDICATION_FOR"
"1687073","5751","IS_A_CONTRAINDICATION_FOR"
"1687073","1695216","IS_A_CONTRAINDICATION_FOR"
"1687073","10508","IS_A_CONTRAINDICATION_FOR"
"1687073","6601","IS_A_CONTRAINDICATION_FOR"
"1687073","1695183","IS_A_CONTRAINDICATION_FOR"
"1687073","10256","IS_A_CONTRAINDICATION_FOR"
"1687073","7006","IS_A_CONTRAINDICATION_FOR"
"1687073","7586","IS_A_CONTRAINDICATION_FOR"
"1687073","7591","IS_A_CONTRAINDICATION_FOR"
"1687073","6588","IS_A_CONTRAINDICATION_FOR"
"1687073","1695181","IS_A_CONTRAINDICATION_FOR"
"1687073","1948","IS_A_CONTRAINDICATION_FOR"
"1687073","1695180","IS_A_CONTRAINDICATION_FOR"
"1687073","8039","IS_A_CONTRAINDICATION_FOR"
"1687073","1695179","IS_A_CONTRAINDICATION_FOR"
"1687073","10046","IS_A_CONTRAINDICATION_FOR"
"1687073","1695178","IS_A_CONTRAINDICATION_FOR"
"1687073","10047","IS_A_CONTRAINDICATION_FOR"
"1687073","1695177","IS_A_CONTRAINDICATION_FOR"
"1687073","1695175","IS_A_CONTRAINDICATION_FOR"
"1687073","6319","IS_A_CONTRAINDICATION_FOR"
"1687073","1695174","IS_A_CONTRAINDICATION_FOR"
"1687073","1695167","IS_A_CONTRAINDICATION_FOR"
"1687073","1695130","IS_A_CONTRAINDICATION_FOR"
"1687073","8341","IS_A_CONTRAINDICATION_FOR"
"1687073","1695105","IS_A_CONTRAINDICATION_FOR"
"1687073","1695104","IS_A_CONTRAINDICATION_FOR"
"1687073","8326","IS_A_CONTRAINDICATION_FOR"
"1687073","1695102","IS_A_CONTRAINDICATION_FOR"
"1687073","1695101","IS_A_CONTRAINDICATION_FOR"
"1687073","2028","IS_A_CONTRAINDICATION_FOR"
"1687073","2478","IS_A_CONTRAINDICATION_FOR"
"1687073","1695100","IS_A_CONTRAINDICATION_FOR"
"1687073","1695099","IS_A_CONTRAINDICATION_FOR"
"1687073","1695098","IS_A_CONTRAINDICATION_FOR"
"1687073","6761","IS_A_CONTRAINDICATION_FOR"
"1687073","6625","IS_A_CONTRAINDICATION_FOR"
"1687073","6450","IS_A_CONTRAINDICATION_FOR"
"1687073","5626","IS_A_CONTRAINDICATION_FOR"
"1687073","1695082","IS_A_CONTRAINDICATION_FOR"
"1687073","1695067","IS_A_CONTRAINDICATION_FOR"
"1687073","1695061","IS_A_CONTRAINDICATION_FOR"
"1687073","1380","IS_A_CONTRAINDICATION_FOR"
"1687073","1695060","IS_A_CONTRAINDICATION_FOR"
"1687073","1695059","IS_A_CONTRAINDICATION_FOR"
"1687073","7813","IS_A_CONTRAINDICATION_FOR"
"1687073","1695018","IS_A_CONTRAINDICATION_FOR"
"1687073","484","IS_A_CONTRAINDICATION_FOR"
"1687073","1694883","IS_A_CONTRAINDICATION_FOR"
"1687073","5495","IS_A_CONTRAINDICATION_FOR"
"1687073","8536","IS_A_CONTRAINDICATION_FOR"
"1687073","4051","IS_A_CONTRAINDICATION_FOR"
"1687073","1694894","IS_A_CONTRAINDICATION_FOR"
"1687073","1694895","IS_A_CONTRAINDICATION_FOR"
"1687073","7502","IS_A_CONTRAINDICATION_FOR"
"1687073","1694896","IS_A_CONTRAINDICATION_FOR"
"1687073","1694898","IS_A_CONTRAINDICATION_FOR"
"1687073","1694899","IS_A_CONTRAINDICATION_FOR"
"1687073","7034","IS_A_CONTRAINDICATION_FOR"
"1687073","7615","IS_A_CONTRAINDICATION_FOR"
"1687073","1694901","IS_A_CONTRAINDICATION_FOR"
"1687073","1694903","IS_A_CONTRAINDICATION_FOR"
"1687073","1694912","IS_A_CONTRAINDICATION_FOR"
"1687073","8665","IS_A_CONTRAINDICATION_FOR"
"1687073","5973","IS_A_CONTRAINDICATION_FOR"
"1687073","9018","IS_A_CONTRAINDICATION_FOR"
"1687073","6700","IS_A_CONTRAINDICATION_FOR"
"1687073","7528","IS_A_CONTRAINDICATION_FOR"
"1687073","8677","IS_A_CONTRAINDICATION_FOR"
"1687073","8180","IS_A_CONTRAINDICATION_FOR"
"1687073","976","IS_A_CONTRAINDICATION_FOR"
"1687073","1694945","IS_A_CONTRAINDICATION_FOR"
"1687073","1694946","IS_A_CONTRAINDICATION_FOR"
"1687073","6813","IS_A_CONTRAINDICATION_FOR"
"1687073","5808","IS_A_CONTRAINDICATION_FOR"
"1687073","208","IS_A_CONTRAINDICATION_FOR"
"1687073","3790","IS_A_CONTRAINDICATION_FOR"
"1687073","7308","IS_A_CONTRAINDICATION_FOR"
"1687073","5702","IS_A_CONTRAINDICATION_FOR"
"1687073","1694964","IS_A_CONTRAINDICATION_FOR"
"1687073","8918","IS_A_CONTRAINDICATION_FOR"
"1687073","7500","IS_A_CONTRAINDICATION_FOR"
"1687073","1694969","IS_A_CONTRAINDICATION_FOR"
"1687073","1695006","IS_A_CONTRAINDICATION_FOR"
"1687073","1695079","IS_AN_INDICATION_FOR"
"1687073","1695219","AN_OFF_LABEL_USE_FOR"
"1687073","10713","AN_OFF_LABEL_USE_FOR"
"1688735","1694893","IS_AN_INDICATION_FOR"
"1688735","1694892","IS_AN_INDICATION_FOR"
"1688735","1694891","IS_AN_INDICATION_FOR"
"1688735","1694890","IS_AN_INDICATION_FOR"
"1688735","1694889","IS_AN_INDICATION_FOR"
"1688735","1694888","IS_AN_INDICATION_FOR"
"1688735","1694887","IS_AN_INDICATION_FOR"
"1688735","1694886","IS_AN_INDICATION_FOR"
"1688735","4991","IS_AN_INDICATION_FOR"
"1688735","1694885","IS_AN_INDICATION_FOR"
"1688735","1694884","IS_AN_INDICATION_FOR"
"1687756","1072","AN_OFF_LABEL_USE_FOR"
"1687756","1695454","AN_OFF_LABEL_USE_FOR"
"1687756","9689","IS_A_CONTRAINDICATION_FOR"
"1687756","1695453","IS_A_CONTRAINDICATION_FOR"
"1687756","1695237","IS_A_CONTRAINDICATION_FOR"
"1687756","5536","IS_A_CONTRAINDICATION_FOR"
"1687756","9237","IS_A_CONTRAINDICATION_FOR"
"1687756","9239","IS_A_CONTRAINDICATION_FOR"
"1687756","1695218","IS_A_CONTRAINDICATION_FOR"
"1687756","9854","IS_A_CONTRAINDICATION_FOR"
"1687756","1763","IS_A_CONTRAINDICATION_FOR"
"1687756","1695113","IS_A_CONTRAINDICATION_FOR"
"1687756","1695112","IS_A_CONTRAINDICATION_FOR"
"1687756","1695111","IS_A_CONTRAINDICATION_FOR"
"1687756","6462","IS_A_CONTRAINDICATION_FOR"
"1687756","1695110","IS_AN_INDICATION_FOR"
"1687756","5296","IS_A_CONTRAINDICATION_FOR"
"1687756","1695092","IS_A_CONTRAINDICATION_FOR"
"1687756","1695082","IS_A_CONTRAINDICATION_FOR"
"1687756","10554","IS_A_CONTRAINDICATION_FOR"
"1687756","9203","IS_A_CONTRAINDICATION_FOR"
"1687756","5895","IS_A_CONTRAINDICATION_FOR"
"1687756","1695071","IS_A_CONTRAINDICATION_FOR"
"1687756","7813","IS_A_CONTRAINDICATION_FOR"
"1687756","1695030","IS_A_CONTRAINDICATION_FOR"
"1687756","6104","IS_A_CONTRAINDICATION_FOR"
"1687756","1695018","IS_A_CONTRAINDICATION_FOR"
"1687756","484","IS_A_CONTRAINDICATION_FOR"
"1687756","1695014","IS_A_CONTRAINDICATION_FOR"
"1687756","1694969","IS_A_CONTRAINDICATION_FOR"
"1687756","9859","IS_A_CONTRAINDICATION_FOR"
"1687756","976","IS_A_CONTRAINDICATION_FOR"
"1687756","8180","IS_A_CONTRAINDICATION_FOR"
"1687756","6700","IS_A_CONTRAINDICATION_FOR"
"1687756","9018","IS_A_CONTRAINDICATION_FOR"
"1687756","1694900","IS_A_CONTRAINDICATION_FOR"
"1687756","7034","IS_A_CONTRAINDICATION_FOR"
"1687756","1694899","IS_A_CONTRAINDICATION_FOR"
"1687756","5495","IS_A_CONTRAINDICATION_FOR"
"1687756","1694883","IS_A_CONTRAINDICATION_FOR"
"1688745","1695491","IS_AN_INDICATION_FOR"
"1688745","1695490","IS_AN_INDICATION_FOR"
"1688745","6016","IS_AN_INDICATION_FOR"
"1688745","5854","IS_AN_INDICATION_FOR"
"1688745","5620","IS_AN_INDICATION_FOR"
"1688745","5277","IS_AN_INDICATION_FOR"
"1687771","1694883","IS_A_CONTRAINDICATION_FOR"
"1687771","5495","IS_A_CONTRAINDICATION_FOR"
"1687771","7034","IS_A_CONTRAINDICATION_FOR"
"1687771","8225","IS_A_CONTRAINDICATION_FOR"
"1687771","1694969","IS_A_CONTRAINDICATION_FOR"
"1687771","1694989","IS_A_CONTRAINDICATION_FOR"
"1687771","7038","IS_A_CONTRAINDICATION_FOR"
"1687771","7813","IS_A_CONTRAINDICATION_FOR"
"1687771","1695092","IS_A_CONTRAINDICATION_FOR"
"1687771","5296","IS_A_CONTRAINDICATION_FOR"
"1687771","5626","IS_A_CONTRAINDICATION_FOR"
"1687771","10047","IS_A_CONTRAINDICATION_FOR"
"1687771","1695178","IS_A_CONTRAINDICATION_FOR"
"1687771","10046","IS_A_CONTRAINDICATION_FOR"
"1687771","5731","IS_A_CONTRAINDICATION_FOR"
"1687771","1695218","IS_A_CONTRAINDICATION_FOR"
"1687771","1695315","IS_A_CONTRAINDICATION_FOR"
"1687771","9322","IS_AN_INDICATION_FOR"
"1687771","7500","IS_AN_INDICATION_FOR"
"1687771","10534","IS_AN_INDICATION_FOR"
"1687771","10557","IS_AN_INDICATION_FOR"
"1687771","7437","IS_AN_INDICATION_FOR"
"1687771","10652","IS_AN_INDICATION_FOR"
"1687771","5244","IS_AN_INDICATION_FOR"
"1687771","5242","IS_AN_INDICATION_FOR"
"1687771","5244","AN_OFF_LABEL_USE_FOR"
"1687771","1695309","AN_OFF_LABEL_USE_FOR"
"1687771","10614","AN_OFF_LABEL_USE_FOR"
"1687771","1695669","AN_OFF_LABEL_USE_FOR"
"1688070","1695202","IS_A_CONTRAINDICATION_FOR"
"1688070","6493","IS_A_CONTRAINDICATION_FOR"
"1688070","7894","IS_A_CONTRAINDICATION_FOR"
"1688070","1695248","IS_A_CONTRAINDICATION_FOR"
"1688070","1695247","IS_A_CONTRAINDICATION_FOR"
"1688070","1695246","IS_A_CONTRAINDICATION_FOR"
"1688070","1695245","IS_A_CONTRAINDICATION_FOR"
"1688070","1695244","IS_A_CONTRAINDICATION_FOR"
"1688070","1695243","IS_A_CONTRAINDICATION_FOR"
"1688070","1695242","IS_A_CONTRAINDICATION_FOR"
"1688070","1695241","IS_A_CONTRAINDICATION_FOR"
"1688070","1695240","IS_A_CONTRAINDICATION_FOR"
"1688070","1695237","IS_A_CONTRAINDICATION_FOR"
"1688070","5536","IS_A_CONTRAINDICATION_FOR"
"1688070","1695233","IS_A_CONTRAINDICATION_FOR"
"1688070","1695232","IS_A_CONTRAINDICATION_FOR"
"1688070","1695231","IS_A_CONTRAINDICATION_FOR"
"1688070","6795","IS_A_CONTRAINDICATION_FOR"
"1688070","9237","IS_A_CONTRAINDICATION_FOR"
"1688070","9239","IS_A_CONTRAINDICATION_FOR"
"1688070","1695218","IS_A_CONTRAINDICATION_FOR"
"1688070","1694883","IS_A_CONTRAINDICATION_FOR"
"1688070","5495","IS_A_CONTRAINDICATION_FOR"
"1688070","1694899","IS_A_CONTRAINDICATION_FOR"
"1688070","7034","IS_A_CONTRAINDICATION_FOR"
"1688070","1694900","IS_A_CONTRAINDICATION_FOR"
"1688070","9018","IS_A_CONTRAINDICATION_FOR"
"1688070","6700","IS_A_CONTRAINDICATION_FOR"
"1688070","8180","IS_A_CONTRAINDICATION_FOR"
"1688070","976","IS_A_CONTRAINDICATION_FOR"
"1688070","6922","IS_A_CONTRAINDICATION_FOR"
"1688070","9859","IS_A_CONTRAINDICATION_FOR"
"1688070","1694980","IS_A_CONTRAINDICATION_FOR"
"1688070","6320","IS_A_CONTRAINDICATION_FOR"
"1688070","1695006","IS_A_CONTRAINDICATION_FOR"
"1688070","484","IS_A_CONTRAINDICATION_FOR"
"1688070","1695018","IS_A_CONTRAINDICATION_FOR"
"1688070","1695030","IS_A_CONTRAINDICATION_FOR"
"1688070","7813","IS_A_CONTRAINDICATION_FOR"
"1688070","1695073","IS_A_CONTRAINDICATION_FOR"
"1688070","1695074","IS_A_CONTRAINDICATION_FOR"
"1688070","1695082","IS_A_CONTRAINDICATION_FOR"
"1688070","1695092","IS_A_CONTRAINDICATION_FOR"
"1688070","5296","IS_A_CONTRAINDICATION_FOR"
"1688070","8326","IS_A_CONTRAINDICATION_FOR"
"1688070","1695104","IS_A_CONTRAINDICATION_FOR"
"1688070","1695105","IS_A_CONTRAINDICATION_FOR"
"1688070","8341","IS_A_CONTRAINDICATION_FOR"
"1688070","1695155","IS_A_CONTRAINDICATION_FOR"
"1688070","1695174","IS_A_CONTRAINDICATION_FOR"
"1688070","6319","IS_A_CONTRAINDICATION_FOR"
"1688070","1695175","IS_A_CONTRAINDICATION_FOR"
"1688070","1695176","IS_A_CONTRAINDICATION_FOR"
"1688070","1695177","IS_A_CONTRAINDICATION_FOR"
"1688070","6588","IS_A_CONTRAINDICATION_FOR"
"1688070","5467","IS_A_CONTRAINDICATION_FOR"
"1688070","9854","IS_A_CONTRAINDICATION_FOR"
"1688070","1695197","IS_A_CONTRAINDICATION_FOR"
"1688070","1695201","IS_A_CONTRAINDICATION_FOR"
"1688070","1695386","IS_AN_INDICATION_FOR"
"1688070","6447","IS_AN_INDICATION_FOR"
"1687169","6090","IS_A_CONTRAINDICATION_FOR"
"1687169","1695703","IS_A_CONTRAINDICATION_FOR"
"1687169","1695409","IS_AN_INDICATION_FOR"
"1687169","1695238","IS_AN_INDICATION_FOR"
"1687169","7586","IS_A_CONTRAINDICATION_FOR"
"1687169","7591","IS_A_CONTRAINDICATION_FOR"
"1687169","1695108","IS_A_CONTRAINDICATION_FOR"
"1687169","10235","IS_A_CONTRAINDICATION_FOR"
"1687169","5626","IS_A_CONTRAINDICATION_FOR"
"1687169","1695061","IS_A_CONTRAINDICATION_FOR"
"1687169","1380","IS_A_CONTRAINDICATION_FOR"
"1687169","1695060","IS_A_CONTRAINDICATION_FOR"
"1687169","1695059","IS_A_CONTRAINDICATION_FOR"
"1687169","1695014","IS_A_CONTRAINDICATION_FOR"
"1687169","8918","IS_A_CONTRAINDICATION_FOR"
"1687169","1694964","IS_A_CONTRAINDICATION_FOR"
"1687169","5702","IS_A_CONTRAINDICATION_FOR"
"1687169","7308","IS_A_CONTRAINDICATION_FOR"
"1687169","976","IS_A_CONTRAINDICATION_FOR"
"1687169","8180","IS_A_CONTRAINDICATION_FOR"
"1687169","6700","IS_A_CONTRAINDICATION_FOR"
"1687169","9018","IS_A_CONTRAINDICATION_FOR"
"1687169","6348","IS_A_CONTRAINDICATION_FOR"
"1687169","1694915","IS_A_CONTRAINDICATION_FOR"
"1687169","1694914","IS_A_CONTRAINDICATION_FOR"
"1687169","5973","IS_A_CONTRAINDICATION_FOR"
"1687169","8665","IS_A_CONTRAINDICATION_FOR"
"1687169","1694912","IS_A_CONTRAINDICATION_FOR"
"1687301","5888","AN_OFF_LABEL_USE_FOR"
"1687301","9326","IS_A_CONTRAINDICATION_FOR"
"1687301","1695089","IS_AN_INDICATION_FOR"
"1687301","319","IS_AN_INDICATION_FOR"
"1687301","887","AN_OFF_LABEL_USE_FOR"
"1687301","7033","AN_OFF_LABEL_USE_FOR"
"1687301","976","IS_A_CONTRAINDICATION_FOR"
"1687301","8180","IS_A_CONTRAINDICATION_FOR"
"1687301","5973","IS_A_CONTRAINDICATION_FOR"
"1687301","8665","IS_A_CONTRAINDICATION_FOR"
"1687301","1694912","IS_A_CONTRAINDICATION_FOR"
"1687301","1694899","IS_A_CONTRAINDICATION_FOR"
"1687828","5973","IS_AN_INDICATION_FOR"
"1687828","8665","IS_AN_INDICATION_FOR"
"1687828","1694912","IS_AN_INDICATION_FOR"
"1688814","1695874","IS_AN_INDICATION_FOR"
"1688814","2625","IS_AN_INDICATION_FOR"
"1688814","2624","IS_AN_INDICATION_FOR"
"1688814","1695873","IS_AN_INDICATION_FOR"
"1688814","6019","IS_AN_INDICATION_FOR"
"1688814","1695872","IS_AN_INDICATION_FOR"
"1688814","1695565","IS_AN_INDICATION_FOR"
"1688814","5964","IS_AN_INDICATION_FOR"
"1688814","1695025","IS_AN_INDICATION_FOR"
"1688223","5338","AN_OFF_LABEL_USE_FOR"
"1688223","6543","AN_OFF_LABEL_USE_FOR"
"1688223","7240","AN_OFF_LABEL_USE_FOR"
"1688223","6524","AN_OFF_LABEL_USE_FOR"
"1688223","6578","AN_OFF_LABEL_USE_FOR"
"1688223","9888","IS_AN_INDICATION_FOR"
"1688223","5425","IS_AN_INDICATION_FOR"
"1688223","1695007","IS_AN_INDICATION_FOR"
"1693363","1694961","IS_AN_INDICATION_FOR"
"1693363","5754","IS_AN_INDICATION_FOR"
"1693363","1694939","IS_AN_INDICATION_FOR"
"1688809","7617","AN_OFF_LABEL_USE_FOR"
"1688809","6500","IS_A_CONTRAINDICATION_FOR"
"1688809","1695199","IS_A_CONTRAINDICATION_FOR"
"1688809","1695196","IS_A_CONTRAINDICATION_FOR"
"1688809","1695110","IS_AN_INDICATION_FOR"
"1688809","1695087","IS_A_CONTRAINDICATION_FOR"
"1688809","9198","IS_A_CONTRAINDICATION_FOR"
"1688809","1695086","IS_A_CONTRAINDICATION_FOR"
"1688809","7316","IS_A_CONTRAINDICATION_FOR"
"1688809","6158","IS_A_CONTRAINDICATION_FOR"
"1688809","1695015","IS_A_CONTRAINDICATION_FOR"
"1688809","7778","IS_A_CONTRAINDICATION_FOR"
"1688809","6445","IS_A_CONTRAINDICATION_FOR"
"1688809","5705","IS_A_CONTRAINDICATION_FOR"
"1688809","6700","IS_A_CONTRAINDICATION_FOR"
"1688809","9018","IS_A_CONTRAINDICATION_FOR"
"1688779","1695234","IS_A_CONTRAINDICATION_FOR"
"1688779","7353","IS_A_CONTRAINDICATION_FOR"
"1688779","10781","IS_A_CONTRAINDICATION_FOR"
"1688779","7351","IS_A_CONTRAINDICATION_FOR"
"1688779","1695440","IS_A_CONTRAINDICATION_FOR"
"1688779","1695439","IS_A_CONTRAINDICATION_FOR"
"1688779","1695438","IS_A_CONTRAINDICATION_FOR"
"1688779","1695437","IS_A_CONTRAINDICATION_FOR"
"1688779","1695436","IS_A_CONTRAINDICATION_FOR"
"1688779","1695435","IS_A_CONTRAINDICATION_FOR"
"1688779","1198","IS_A_CONTRAINDICATION_FOR"
"1688779","1695434","IS_A_CONTRAINDICATION_FOR"
"1688779","9210","IS_A_CONTRAINDICATION_FOR"
"1688779","6468","IS_A_CONTRAINDICATION_FOR"
"1688779","10677","IS_A_CONTRAINDICATION_FOR"
"1688779","1695238","IS_A_CONTRAINDICATION_FOR"
"1688779","1694899","IS_A_CONTRAINDICATION_FOR"
"1688779","7034","IS_A_CONTRAINDICATION_FOR"
"1688779","7615","IS_A_CONTRAINDICATION_FOR"
"1688779","1694901","IS_A_CONTRAINDICATION_FOR"
"1688779","1694912","IS_A_CONTRAINDICATION_FOR"
"1688779","8665","IS_A_CONTRAINDICATION_FOR"
"1688779","5973","IS_A_CONTRAINDICATION_FOR"
"1688779","7528","IS_A_CONTRAINDICATION_FOR"
"1688779","8677","IS_A_CONTRAINDICATION_FOR"
"1688779","8180","IS_A_CONTRAINDICATION_FOR"
"1688779","976","IS_A_CONTRAINDICATION_FOR"
"1688779","10585","IS_A_CONTRAINDICATION_FOR"
"1688779","1694945","IS_A_CONTRAINDICATION_FOR"
"1688779","1694946","IS_A_CONTRAINDICATION_FOR"
"1688779","6813","IS_A_CONTRAINDICATION_FOR"
"1688779","5808","IS_A_CONTRAINDICATION_FOR"
"1688779","208","IS_A_CONTRAINDICATION_FOR"
"1688779","7500","IS_A_CONTRAINDICATION_FOR"
"1688779","1695006","IS_A_CONTRAINDICATION_FOR"
"1688779","1695014","IS_A_CONTRAINDICATION_FOR"
"1688779","1695016","IS_A_CONTRAINDICATION_FOR"
"1688779","7222","IS_A_CONTRAINDICATION_FOR"
"1688779","1695082","IS_A_CONTRAINDICATION_FOR"
"1688779","5626","IS_A_CONTRAINDICATION_FOR"
"1688779","1695098","IS_A_CONTRAINDICATION_FOR"
"1688779","1695099","IS_A_CONTRAINDICATION_FOR"
"1688779","1695100","IS_A_CONTRAINDICATION_FOR"
"1688779","2478","IS_A_CONTRAINDICATION_FOR"
"1688779","2028","IS_A_CONTRAINDICATION_FOR"
"1688779","1695101","IS_A_CONTRAINDICATION_FOR"
"1688779","1695102","IS_A_CONTRAINDICATION_FOR"
"1688779","1695130","IS_A_CONTRAINDICATION_FOR"
"1688779","1695180","IS_A_CONTRAINDICATION_FOR"
"1688779","1948","IS_A_CONTRAINDICATION_FOR"
"1688779","1695181","IS_A_CONTRAINDICATION_FOR"
"1688779","7591","IS_A_CONTRAINDICATION_FOR"
"1688779","7586","IS_A_CONTRAINDICATION_FOR"
"1688779","5751","IS_A_CONTRAINDICATION_FOR"
"1688779","10560","IS_A_CONTRAINDICATION_FOR"
"1688779","1695230","IS_A_CONTRAINDICATION_FOR"
"1688779","6990","IS_A_CONTRAINDICATION_FOR"
"1688779","484","IS_AN_INDICATION_FOR"
"1688779","1695018","IS_AN_INDICATION_FOR"
"1688779","1695040","IS_AN_INDICATION_FOR"
"1688779","1695041","IS_AN_INDICATION_FOR"
"1688779","1695219","AN_OFF_LABEL_USE_FOR"
"1687209","484","IS_A_CONTRAINDICATION_FOR"
"1687209","1695418","IS_A_CONTRAINDICATION_FOR"
"1687209","6098","IS_A_CONTRAINDICATION_FOR"
"1687209","1695396","IS_A_CONTRAINDICATION_FOR"
"1687209","6100","IS_A_CONTRAINDICATION_FOR"
"1687209","1695074","IS_A_CONTRAINDICATION_FOR"
"1687209","1695073","IS_A_CONTRAINDICATION_FOR"
"1687209","1695021","IS_A_CONTRAINDICATION_FOR"
"1687209","1695018","IS_A_CONTRAINDICATION_FOR"
"1687209","1694899","IS_A_CONTRAINDICATION_FOR"
"1687209","1694912","IS_A_CONTRAINDICATION_FOR"
"1687209","8665","IS_A_CONTRAINDICATION_FOR"
"1687209","5973","IS_A_CONTRAINDICATION_FOR"
"1687209","1694914","IS_A_CONTRAINDICATION_FOR"
"1687209","1694915","IS_A_CONTRAINDICATION_FOR"
"1687209","6348","IS_A_CONTRAINDICATION_FOR"
"1687209","8180","IS_A_CONTRAINDICATION_FOR"
"1687209","976","IS_A_CONTRAINDICATION_FOR"
"1687209","6922","IS_A_CONTRAINDICATION_FOR"
"1687209","6320","IS_A_CONTRAINDICATION_FOR"
"1687209","1694989","IS_A_CONTRAINDICATION_FOR"
"1687209","7038","IS_A_CONTRAINDICATION_FOR"
"1687209","6025","IS_A_CONTRAINDICATION_FOR"
"1687209","6249","IS_A_CONTRAINDICATION_FOR"
"1687209","1695016","IS_A_CONTRAINDICATION_FOR"
"1687209","7222","IS_A_CONTRAINDICATION_FOR"
"1687209","9131","IS_A_CONTRAINDICATION_FOR"
"1687209","1695017","IS_A_CONTRAINDICATION_FOR"
"1687209","7546","IS_AN_INDICATION_FOR"
"1687209","1695116","AN_OFF_LABEL_USE_FOR"
"1687209","1696011","AN_OFF_LABEL_USE_FOR"
"1687209","1695972","AN_OFF_LABEL_USE_FOR"
"1687209","1695577","AN_OFF_LABEL_USE_FOR"
"1687209","1695576","AN_OFF_LABEL_USE_FOR"
"1687209","5285","AN_OFF_LABEL_USE_FOR"
"1687209","9825","AN_OFF_LABEL_USE_FOR"
"1687209","1695260","AN_OFF_LABEL_USE_FOR"
"1687209","6390","AN_OFF_LABEL_USE_FOR"
"1687209","1695117","AN_OFF_LABEL_USE_FOR"
"1666143","2813","IS_AN_INDICATION_FOR"
"1666143","1763","IS_AN_INDICATION_FOR"
"1666143","1695113","IS_AN_INDICATION_FOR"
"1666143","1695112","IS_AN_INDICATION_FOR"
"1666143","1695111","IS_AN_INDICATION_FOR"
"1666143","6462","IS_AN_INDICATION_FOR"
"1666114","8092","AN_OFF_LABEL_USE_FOR"
"1666114","1695257","AN_OFF_LABEL_USE_FOR"
"1666114","1695193","IS_A_CONTRAINDICATION_FOR"
"1666114","1694946","IS_A_CONTRAINDICATION_FOR"
"1666114","1694945","IS_A_CONTRAINDICATION_FOR"
"1666114","976","IS_A_CONTRAINDICATION_FOR"
"1666114","8180","IS_A_CONTRAINDICATION_FOR"
"1687080","1695239","IS_A_CONTRAINDICATION_FOR"
"1687080","5925","IS_A_CONTRAINDICATION_FOR"
"1687080","1694899","IS_A_CONTRAINDICATION_FOR"
"1687080","7034","IS_A_CONTRAINDICATION_FOR"
"1687080","9018","IS_A_CONTRAINDICATION_FOR"
"1687080","6700","IS_A_CONTRAINDICATION_FOR"
"1687080","8180","IS_A_CONTRAINDICATION_FOR"
"1687080","976","IS_A_CONTRAINDICATION_FOR"
"1687080","1694945","IS_A_CONTRAINDICATION_FOR"
"1687080","1694946","IS_A_CONTRAINDICATION_FOR"
"1687080","6813","IS_A_CONTRAINDICATION_FOR"
"1687080","5808","IS_A_CONTRAINDICATION_FOR"
"1687080","208","IS_A_CONTRAINDICATION_FOR"
"1687080","3790","IS_A_CONTRAINDICATION_FOR"
"1687080","344","IS_A_CONTRAINDICATION_FOR"
"1687080","1695006","IS_A_CONTRAINDICATION_FOR"
"1687080","1695014","IS_A_CONTRAINDICATION_FOR"
